ball_1,ball_2,ball_3,ball_4,win_times
29,4,14,36,1
29,4,14,20,1
29,23,14,36,1
29,23,14,20,1
29,23,36,20,1
29,14,36,20,1
4,23,14,20,1
4,23,36,20,1
23,14,36,20,1
20,23,15,38,1
20,23,15,29,1
20,23,38,29,1
20,23,38,21,1
20,23,29,21,1
20,15,38,29,1
20,15,38,21,1
20,38,29,21,1
23,15,38,29,1
23,15,38,21,1
29,4,23,14,1
13,20,27,37,1
32,20,27,37,1
14,32,13,20,1
35,25,39,22,1
35,25,39,10,1
35,25,22,10,1
35,39,22,10,1
6,25,39,22,1
6,25,39,10,1
6,25,22,10,1
6,39,22,10,1
25,39,22,10,1
14,32,13,27,1
32,13,20,37,1
14,32,13,37,1
14,32,20,27,1
14,32,20,37,1
14,32,27,37,1
14,13,20,27,1
14,13,20,37,1
14,13,27,37,1
14,20,27,37,1
32,13,20,27,1
10,27,31,34,1
10,27,29,31,1
1,4,24,30,1
11,15,21,40,1
1,10,11,28,1
1,10,19,28,1
1,10,27,28,1
1,11,19,27,1
1,11,19,28,1
1,11,27,28,1
1,19,27,28,1
10,11,19,28,1
10,11,27,28,1
10,19,27,28,1
11,19,27,28,1
8,11,14,15,1
8,11,14,21,1
8,11,14,40,1
8,11,15,21,1
8,11,15,40,1
8,14,15,40,1
8,14,21,40,1
8,15,21,40,1
11,14,15,21,1
11,14,15,40,1
1,10,11,27,1
1,10,11,19,1
22,23,37,41,1
7,14,22,37,1
1,18,19,24,1
1,18,19,30,1
1,18,24,30,1
1,19,24,30,1
4,18,19,24,1
4,18,19,30,1
4,18,24,30,1
4,19,24,30,1
18,19,24,30,1
7,14,22,41,1
14,23,37,41,1
7,14,23,37,1
7,14,23,41,1
7,14,37,41,1
7,22,23,37,1
7,22,23,41,1
7,22,37,41,1
14,22,23,37,1
14,22,23,41,1
14,22,37,41,1
11,14,21,40,1
14,15,21,40,1
10,11,31,34,1
13,24,28,31,1
7,22,38,41,1
7,24,38,41,1
22,24,38,41,1
3,5,8,13,1
3,5,8,23,1
3,5,8,34,1
3,5,13,23,1
3,5,23,34,1
3,8,13,23,1
3,8,23,34,1
3,13,23,34,1
5,8,13,23,1
5,8,13,34,1
5,8,23,34,1
5,13,23,34,1
8,13,23,34,1
10,11,27,29,1
10,11,27,31,1
10,11,27,34,1
10,11,29,31,1
10,11,29,34,1
7,22,24,41,1
7,22,24,38,1
5,24,38,41,1
24,28,31,32,1
13,24,28,32,1
13,24,28,36,1
13,24,31,32,1
13,24,31,36,1
13,24,32,36,1
13,28,31,32,1
13,28,31,36,1
13,28,32,36,1
13,31,32,36,1
24,28,31,36,1
5,22,38,41,1
24,28,32,36,1
24,31,32,36,1
28,31,32,36,1
5,7,22,24,1
5,7,22,41,1
5,7,24,38,1
5,7,24,41,1
5,7,38,41,1
5,22,24,41,1
22,9,18,7,1
22,9,18,16,1
22,9,28,7,1
10,32,29,8,1
39,25,36,28,1
6,16,25,36,1
6,16,25,28,1
6,16,36,28,1
6,25,36,28,1
16,25,36,28,1
5,24,19,36,1
5,24,19,37,1
5,24,19,1,1
5,24,36,37,1
5,24,36,1,1
5,24,37,1,1
5,19,36,37,1
5,19,36,1,1
5,19,37,1,1
5,36,37,1,1
24,19,36,37,1
24,19,36,1,1
24,19,37,1,1
24,36,37,1,1
19,36,37,1,1
39,16,36,28,1
39,16,25,28,1
39,6,36,28,1
10,32,17,37,1
3,16,31,7,1
3,1,31,7,1
16,1,31,7,1
10,2,32,26,1
10,2,32,37,1
10,2,26,17,1
10,2,26,37,1
10,32,26,17,1
10,32,26,37,1
10,26,17,37,1
39,6,25,28,1
2,32,26,17,1
2,32,26,37,1
2,32,17,37,1
2,26,17,37,1
32,26,17,37,1
39,6,16,25,1
39,6,16,36,1
39,6,16,28,1
39,6,25,36,1
10,32,29,3,1
10,32,22,3,1
3,16,1,31,1
10,32,22,8,1
34,17,31,12,1
31,33,27,41,1
31,33,27,14,1
31,33,27,32,1
31,33,41,14,1
31,33,41,32,1
31,33,14,32,1
31,27,41,14,1
31,27,41,32,1
31,27,14,32,1
31,41,14,32,1
33,27,41,32,1
33,27,14,32,1
33,41,14,32,1
27,41,14,32,1
9,11,3,36,1
9,11,3,37,1
9,11,3,24,1
9,11,36,37,1
9,11,36,24,1
9,11,37,24,1
1,17,31,12,1
1,34,31,12,1
1,34,17,12,1
29,22,3,8,1
10,32,3,8,1
10,29,22,3,1
10,29,22,8,1
10,29,3,8,1
10,22,3,8,1
32,29,22,3,1
32,29,22,8,1
32,29,3,8,1
32,22,3,8,1
16,1,34,17,1
1,34,17,31,1
16,1,34,31,1
16,1,34,12,1
16,1,17,31,1
16,1,17,12,1
16,1,31,12,1
16,34,17,31,1
16,34,17,12,1
16,34,31,12,1
16,17,31,12,1
3,16,1,7,1
28,1,31,7,1
9,3,36,24,1
40,9,16,32,1
9,4,35,29,1
9,4,27,29,1
9,7,35,27,1
9,7,35,29,1
9,7,27,29,1
9,35,27,29,1
4,7,35,27,1
4,7,35,29,1
4,7,27,29,1
4,35,27,29,1
7,35,27,29,1
5,40,9,16,1
5,40,9,31,1
5,40,9,32,1
5,40,16,31,1
5,40,16,32,1
5,40,31,32,1
5,9,16,31,1
5,9,16,32,1
5,9,31,32,1
5,16,31,32,1
9,4,35,27,1
9,4,7,29,1
9,4,7,27,1
22,18,7,39,1
29,42,22,28,1
29,20,22,28,1
24,42,20,22,1
24,42,20,28,1
24,42,22,28,1
24,20,22,28,1
42,20,22,28,1
22,18,26,7,1
22,18,26,39,1
22,18,7,4,1
9,4,7,35,1
22,18,39,4,1
22,26,7,39,1
22,26,7,4,1
22,26,39,4,1
22,7,39,4,1
18,26,7,39,1
18,26,7,4,1
18,26,39,4,1
26,7,39,4,1
40,9,16,31,1
40,9,31,32,1
28,16,31,7,1
40,16,31,32,1
39,25,40,32,1
20,25,40,32,1
23,12,39,30,1
23,12,39,15,1
23,12,39,36,1
23,12,30,15,1
23,12,30,36,1
23,12,15,36,1
23,39,30,15,1
23,39,15,36,1
23,30,15,36,1
12,39,30,15,1
12,39,30,36,1
12,39,15,36,1
12,30,15,36,1
39,30,15,36,1
28,3,16,1,1
28,3,16,31,1
28,3,1,7,1
28,3,31,7,1
28,16,1,31,1
39,20,40,32,1
39,20,25,40,1
4,25,40,32,1
42,31,17,4,1
9,42,31,17,1
9,42,31,4,1
9,42,31,38,1
9,42,17,4,1
9,42,17,38,1
9,42,4,38,1
9,31,17,4,1
9,31,17,38,1
9,17,4,38,1
42,31,17,38,1
4,20,40,32,1
42,31,4,38,1
42,17,4,38,1
4,39,20,25,1
4,39,20,40,1
4,39,25,40,1
4,39,25,32,1
4,39,40,32,1
4,20,25,40,1
4,20,25,32,1
9,3,36,37,1
9,3,37,24,1
22,9,28,16,1
32,7,3,25,1
3,31,9,10,1
32,6,31,9,1
32,6,31,10,1
32,6,9,10,1
32,31,9,10,1
6,31,9,10,1
7,1,23,25,1
7,1,23,38,1
7,1,25,38,1
7,1,37,38,1
7,23,25,37,1
7,23,25,38,1
7,23,37,38,1
7,25,37,38,1
1,23,25,37,1
1,23,25,38,1
1,25,37,38,1
23,25,37,38,1
32,7,30,37,1
32,7,30,3,1
32,7,37,3,1
3,6,9,10,1
3,6,31,10,1
3,6,31,9,1
21,42,20,36,1
11,26,39,5,1
21,7,42,1,1
21,7,42,20,1
21,7,42,36,1
21,7,1,20,1
21,7,1,36,1
21,7,20,36,1
21,42,1,20,1
21,42,1,36,1
7,42,1,20,1
3,32,9,10,1
7,42,1,36,1
7,42,20,36,1
7,1,20,36,1
42,1,20,36,1
3,32,6,31,1
3,32,6,9,1
3,32,6,10,1
3,32,31,9,1
3,32,31,10,1
32,7,37,25,1
32,30,37,3,1
23,11,39,5,1
32,30,37,25,1
11,13,15,38,1
11,15,6,38,1
31,13,15,6,1
31,13,15,38,1
31,13,6,38,1
31,15,6,38,1
13,15,6,38,1
38,22,35,8,1
38,22,35,3,1
38,22,35,40,1
38,22,8,3,1
38,22,8,40,1
38,22,3,40,1
38,35,8,3,1
38,35,8,40,1
38,35,3,40,1
38,8,3,40,1
22,35,8,3,1
22,35,8,40,1
22,35,3,40,1
22,8,3,40,1
11,13,15,6,1
11,31,6,38,1
11,31,15,38,1
10,24,3,1,1
32,30,3,25,1
32,37,3,25,1
7,30,37,3,1
30,37,3,25,1
10,24,33,40,1
10,24,33,3,1
10,24,33,1,1
10,24,40,3,1
10,24,40,1,1
10,33,40,1,1
11,31,15,6,1
10,33,3,1,1
10,40,3,1,1
24,33,40,3,1
24,33,40,1,1
24,33,3,1,1
24,40,3,1,1
33,40,3,1,1
11,31,13,6,1
11,31,13,38,1
23,26,39,5,1
23,11,26,5,1
9,36,37,24,1
7,5,30,3,1
21,24,28,32,1
21,4,28,32,1
29,24,4,28,1
29,24,4,32,1
29,24,28,32,1
29,4,28,32,1
24,4,28,32,1
28,33,6,14,1
28,33,6,2,1
28,33,6,41,1
28,33,14,2,1
28,33,14,41,1
28,6,14,2,1
28,6,14,41,1
28,6,2,41,1
28,14,2,41,1
33,6,14,41,1
33,6,2,41,1
33,14,2,41,1
6,14,2,41,1
7,5,30,16,1
21,24,4,32,1
21,24,4,28,1
21,29,28,32,1
22,37,42,32,1
11,3,36,37,1
11,3,36,24,1
11,3,37,24,1
11,36,37,24,1
3,36,37,24,1
22,13,37,42,1
22,13,37,32,1
22,13,37,25,1
22,13,32,25,1
22,37,42,25,1
21,29,4,32,1
22,42,32,25,1
13,37,42,32,1
13,37,42,25,1
13,37,32,25,1
13,42,32,25,1
37,42,32,25,1
21,29,24,4,1
21,29,24,32,1
21,29,4,28,1
7,5,30,25,1
7,5,16,25,1
23,11,26,39,1
7,5,16,3,1
14,27,8,32,1
14,27,8,25,1
14,27,32,25,1
14,40,8,32,1
14,40,8,25,1
14,40,32,25,1
14,8,32,25,1
27,40,8,32,1
27,40,8,25,1
27,8,32,25,1
40,8,32,25,1
25,23,11,26,1
25,23,11,39,1
25,23,11,5,1
25,23,26,39,1
25,23,26,5,1
25,23,39,5,1
25,11,26,39,1
25,11,26,5,1
25,11,39,5,1
25,26,39,5,1
14,27,40,25,1
14,27,40,32,1
31,30,34,35,1
15,28,31,30,1
7,5,25,3,1
7,30,16,25,1
7,30,16,3,1
7,16,25,3,1
5,30,16,25,1
5,30,16,3,1
5,30,25,3,1
5,16,25,3,1
30,16,25,3,1
15,28,31,34,1
28,31,34,35,1
15,28,31,35,1
15,28,30,34,1
15,28,30,35,1
15,28,34,35,1
15,31,30,34,1
15,31,30,35,1
15,31,34,35,1
28,31,30,34,1
28,31,30,35,1
29,42,20,22,1
29,24,20,22,1
29,24,42,28,1
23,4,3,21,1
25,34,9,36,1
25,34,5,36,1
25,9,5,36,1
34,9,5,36,1
31,1,15,3,1
31,1,15,18,1
31,1,15,23,1
31,1,3,18,1
31,1,18,23,1
31,15,3,18,1
31,15,3,23,1
31,15,18,23,1
31,3,18,23,1
1,15,3,18,1
1,15,3,23,1
1,15,18,23,1
1,3,18,23,1
15,3,18,23,1
23,4,2,3,1
23,4,2,5,1
23,4,2,21,1
25,34,9,5,1
6,9,5,36,1
6,34,5,36,1
4,35,13,10,1
26,38,30,22,1
4,9,11,35,1
4,9,11,13,1
4,9,11,10,1
4,9,35,13,1
4,9,35,10,1
4,9,13,10,1
4,11,35,13,1
4,11,35,10,1
9,11,35,13,1
6,34,9,36,1
9,11,35,10,1
9,11,13,10,1
9,35,13,10,1
11,35,13,10,1
6,25,34,9,1
6,25,34,36,1
6,25,9,36,1
6,25,5,36,1
6,34,9,5,1
23,4,3,5,1
23,4,5,21,1
26,20,38,22,1
23,2,3,5,1
13,23,12,21,1
13,23,7,1,1
13,23,7,21,1
13,23,1,21,1
13,12,7,1,1
13,12,7,21,1
13,12,1,21,1
13,7,1,21,1
23,12,7,1,1
23,12,1,21,1
23,7,1,21,1
12,7,1,21,1
37,28,38,8,1
37,28,38,36,1
37,28,8,36,1
37,28,8,29,1
37,28,36,29,1
37,38,8,36,1
37,38,8,29,1
37,38,36,29,1
37,8,36,29,1
13,23,12,1,1
13,23,12,7,1
42,32,41,15,1
2,34,42,15,1
23,2,3,21,1
23,2,5,21,1
23,3,5,21,1
4,2,3,21,1
4,2,5,21,1
4,3,5,21,1
2,3,5,21,1
2,34,42,32,1
2,34,42,41,1
2,34,32,41,1
34,32,41,15,1
2,34,32,15,1
2,34,41,15,1
2,42,32,41,1
2,42,32,15,1
2,42,41,15,1
2,32,41,15,1
34,42,32,41,1
34,42,32,15,1
34,42,41,15,1
26,20,30,22,1
26,20,38,30,1
29,24,42,22,1
13,34,4,29,1
32,15,31,29,1
32,15,31,21,1
32,15,29,21,1
32,40,31,29,1
32,40,31,21,1
32,40,29,21,1
32,31,29,21,1
15,40,31,29,1
15,40,31,21,1
15,40,29,21,1
15,31,29,21,1
40,31,29,21,1
16,13,41,4,1
16,13,34,4,1
16,13,34,29,1
16,13,4,29,1
16,41,34,29,1
16,41,4,29,1
16,34,4,29,1
13,41,34,4,1
13,41,34,29,1
32,15,40,21,1
32,15,40,29,1
19,35,13,10,1
23,38,19,35,1
22,18,28,7,1
22,18,28,16,1
22,18,7,16,1
22,28,7,16,1
9,18,28,7,1
9,18,28,16,1
9,18,7,16,1
9,28,7,16,1
18,28,7,16,1
23,38,19,13,1
38,35,13,10,1
23,38,19,10,1
23,38,35,13,1
23,38,35,10,1
23,19,35,10,1
23,19,13,10,1
23,35,13,10,1
38,19,35,13,1
38,19,35,10,1
38,19,13,10,1
13,41,4,29,1
41,34,4,29,1
18,38,30,22,1
8,15,21,18,1
30,5,17,42,1
30,5,17,38,1
30,5,17,22,1
30,5,42,38,1
30,5,42,22,1
30,5,38,22,1
30,17,42,38,1
30,17,42,22,1
30,42,38,22,1
5,17,42,38,1
5,17,42,22,1
5,42,38,22,1
17,42,38,22,1
18,26,20,38,1
18,26,20,30,1
18,26,20,22,1
18,26,38,30,1
18,26,38,22,1
18,20,38,30,1
18,20,38,22,1
18,20,30,22,1
40,35,18,30,1
7,35,18,30,1
7,40,18,30,1
15,21,9,30,1
8,15,21,9,1
8,15,21,30,1
8,15,18,9,1
8,15,18,30,1
8,15,9,30,1
8,21,18,9,1
8,21,9,30,1
8,18,9,30,1
15,21,18,9,1
15,18,9,30,1
7,40,35,18,1
21,18,9,30,1
28,7,40,35,1
28,7,40,18,1
28,7,40,30,1
28,7,35,18,1
28,40,35,18,1
28,40,35,30,1
28,40,18,30,1
28,35,18,30,1
28,38,8,36,1
28,38,8,29,1
28,38,36,29,1
34,38,5,22,1
19,8,18,22,1
29,13,4,3,1
29,13,4,2,1
29,13,4,5,1
29,13,3,2,1
29,13,3,5,1
29,13,2,5,1
29,4,3,2,1
29,4,3,5,1
29,4,2,5,1
29,3,2,5,1
13,4,3,2,1
13,4,3,5,1
13,4,2,5,1
13,3,2,5,1
34,40,38,5,1
34,40,38,7,1
34,40,38,22,1
34,40,5,7,1
34,40,5,22,1
34,40,7,22,1
38,8,18,22,1
38,19,18,22,1
38,19,8,22,1
9,22,10,1,1
33,9,22,10,1
33,9,22,1,1
33,9,10,1,1
33,19,22,10,1
33,19,22,1,1
33,19,10,1,1
33,22,10,1,1
9,19,22,10,1
9,19,10,1,1
19,22,10,1,1
2,8,18,22,1
2,38,19,8,1
2,38,19,18,1
2,38,19,22,1
2,38,8,18,1
2,38,8,22,1
2,38,18,22,1
2,19,8,18,1
2,19,8,22,1
2,19,18,22,1
34,38,5,7,1
34,38,7,22,1
28,8,36,29,1
34,5,7,22,1
34,24,26,33,1
34,25,26,33,1
1,24,25,26,1
1,24,25,33,1
1,24,26,33,1
1,25,26,33,1
24,25,26,33,1
10,2,23,28,1
10,2,23,5,1
10,2,23,33,1
10,2,28,5,1
10,2,5,33,1
10,23,28,5,1
10,23,28,33,1
10,28,5,33,1
2,23,28,5,1
2,23,28,33,1
2,23,5,33,1
2,28,5,33,1
23,28,5,33,1
29,24,42,20,1
34,24,25,33,1
34,24,25,26,1
34,1,25,33,1
19,28,30,32,1
40,38,5,7,1
40,38,5,22,1
40,38,7,22,1
40,5,7,22,1
19,28,10,20,1
19,28,10,30,1
19,28,10,32,1
19,28,20,30,1
19,28,20,32,1
19,10,20,30,1
34,1,25,26,1
19,10,20,32,1
19,10,30,32,1
19,20,30,32,1
28,10,20,32,1
28,10,30,32,1
28,20,30,32,1
34,1,24,25,1
34,1,24,26,1
34,1,24,33,1
33,9,19,1,1
33,9,19,10,1
23,21,39,26,1
3,21,39,26,1
21,6,11,8,1
7,19,23,35,1
7,19,23,31,1
7,19,23,28,1
7,19,35,31,1
7,19,31,28,1
7,23,35,31,1
7,23,35,28,1
7,23,31,28,1
7,35,31,28,1
19,23,35,28,1
19,23,31,28,1
19,35,31,28,1
23,35,31,28,1
31,14,24,12,1
31,14,24,17,1
31,14,24,39,1
31,14,12,17,1
31,14,12,39,1
31,14,17,39,1
31,24,12,17,1
35,6,11,8,1
35,21,11,8,1
35,21,6,8,1
37,23,36,38,1
38,8,36,29,1
10,37,23,36,1
10,37,1,36,1
10,37,1,38,1
10,37,36,38,1
10,23,1,36,1
10,23,1,38,1
10,1,36,38,1
37,23,1,36,1
37,1,36,38,1
35,21,6,11,1
23,1,36,38,1
40,35,21,6,1
40,35,21,11,1
40,35,21,8,1
40,35,6,11,1
40,35,6,8,1
40,35,11,8,1
40,21,6,8,1
40,6,11,8,1
31,24,12,39,1
31,24,17,39,1
31,12,17,39,1
38,3,23,26,1
33,36,1,14,1
33,36,1,20,1
33,36,14,20,1
33,1,14,20,1
4,36,1,20,1
4,1,14,20,1
36,1,14,20,1
38,3,23,21,1
38,3,23,39,1
38,3,21,39,1
33,4,1,20,1
38,3,21,26,1
38,3,39,26,1
38,23,21,39,1
38,23,21,26,1
38,23,39,26,1
38,21,39,26,1
3,23,21,39,1
3,23,21,26,1
3,23,39,26,1
33,4,14,20,1
33,4,1,14,1
14,24,12,17,1
22,28,30,29,1
14,24,12,39,1
14,24,17,39,1
14,12,17,39,1
24,12,17,39,1
22,28,35,17,1
22,28,35,30,1
22,28,35,29,1
22,28,17,30,1
22,28,17,29,1
22,35,17,29,1
33,4,36,20,1
22,35,30,29,1
22,17,30,29,1
28,35,17,30,1
28,35,17,29,1
28,35,30,29,1
28,17,30,29,1
35,17,30,29,1
33,4,36,1,1
33,4,36,14,1
9,10,17,28,1
9,10,11,17,1
1,12,13,14,1
2,14,37,39,1
12,15,35,36,1
12,26,35,36,1
15,26,35,36,1
2,6,16,19,1
2,6,16,41,1
2,6,19,24,1
2,6,19,41,1
2,6,24,41,1
2,16,19,24,1
2,16,19,41,1
2,16,24,41,1
2,19,24,41,1
6,16,19,24,1
6,16,19,41,1
6,19,24,41,1
16,19,24,41,1
2,5,14,26,1
2,5,14,37,1
2,5,26,37,1
2,5,26,39,1
2,5,37,39,1
12,15,26,36,1
12,15,26,35,1
8,26,35,36,1
4,11,29,35,1
1,4,11,35,1
1,4,18,29,1
1,4,18,35,1
1,4,29,35,1
1,11,18,35,1
1,11,29,35,1
1,18,29,35,1
4,11,18,29,1
4,11,18,35,1
4,18,29,35,1
8,15,35,36,1
11,18,29,35,1
8,12,15,26,1
8,12,15,35,1
8,12,15,36,1
8,12,26,35,1
8,12,26,36,1
8,12,35,36,1
8,15,26,35,1
8,15,26,36,1
2,14,26,39,1
2,26,37,39,1
7,15,34,37,1
5,14,26,37,1
3,17,20,24,1
3,17,23,24,1
3,20,23,24,1
10,17,20,23,1
10,17,20,24,1
10,17,23,24,1
10,20,23,24,1
17,20,23,24,1
1,3,8,26,1
1,3,8,27,1
1,3,8,36,1
1,3,26,27,1
1,3,26,36,1
1,3,27,36,1
1,8,26,27,1
1,8,27,36,1
1,26,27,36,1
3,8,26,27,1
3,8,26,36,1
3,8,27,36,1
3,26,27,36,1
3,17,20,23,1
3,10,23,24,1
3,10,20,24,1
2,24,25,27,1
5,14,37,39,1
5,26,37,39,1
14,26,37,39,1
2,13,24,25,1
2,13,24,27,1
2,13,24,34,1
2,13,25,27,1
2,13,25,34,1
2,13,27,34,1
2,24,25,34,1
3,10,20,23,1
2,24,27,34,1
13,24,25,27,1
13,24,25,34,1
13,24,27,34,1
13,25,27,34,1
24,25,27,34,1
3,10,17,20,1
3,10,17,23,1
3,10,17,24,1
1,4,11,29,1
5,15,34,37,1
20,24,25,27,1
5,7,17,40,1
5,16,36,42,1
5,16,37,42,1
5,36,37,42,1
8,16,36,37,1
8,16,36,42,1
8,16,37,42,1
8,36,37,42,1
1,16,24,26,1
1,16,24,36,1
1,16,24,42,1
1,16,26,36,1
1,16,36,42,1
1,24,26,36,1
1,24,26,42,1
1,26,36,42,1
16,24,26,36,1
16,24,26,42,1
16,24,36,42,1
16,26,36,42,1
24,26,36,42,1
5,7,17,18,1
5,16,36,37,1
5,8,37,42,1
5,8,36,42,1
1,6,35,38,1
15,17,28,38,1
15,17,32,38,1
15,28,32,38,1
17,28,32,38,1
1,6,29,30,1
1,6,29,35,1
1,6,29,38,1
1,6,30,35,1
1,6,30,38,1
1,29,30,35,1
5,8,36,37,1
1,29,30,38,1
1,29,35,38,1
1,30,35,38,1
6,29,30,35,1
6,29,30,38,1
6,29,35,38,1
6,30,35,38,1
29,30,35,38,1
5,8,16,37,1
5,7,17,19,1
5,7,18,19,1
5,7,34,37,1
5,7,18,40,1
1,20,25,26,1
1,20,25,35,1
1,20,26,35,1
1,25,26,35,1
15,20,25,26,1
15,20,25,35,1
15,20,26,35,1
15,25,26,35,1
20,25,26,35,1
2,5,7,15,1
2,5,7,34,1
2,5,7,37,1
2,5,15,34,1
2,5,15,37,1
2,5,34,37,1
2,7,15,34,1
2,7,15,37,1
2,7,34,37,1
2,15,34,37,1
5,7,15,34,1
5,7,15,37,1
1,15,26,35,1
1,15,25,26,1
1,15,20,35,1
4,7,14,22,1
5,7,19,40,1
5,17,18,19,1
5,17,18,40,1
5,17,19,40,1
7,17,18,19,1
7,17,18,40,1
7,17,19,40,1
7,18,19,40,1
17,18,19,40,1
4,7,14,23,1
1,15,20,26,1
4,7,14,36,1
4,7,22,23,1
4,7,22,36,1
4,7,23,36,1
7,14,22,36,1
7,14,23,36,1
7,22,23,36,1
14,22,23,36,1
1,15,20,25,1
8,26,27,36,1
20,24,25,28,1
1,17,32,38,1
5,15,19,27,1
7,29,38,39,1
7,33,36,38,1
7,33,36,39,1
7,33,38,39,1
7,36,38,39,1
29,33,36,38,1
29,33,38,39,1
29,36,38,39,1
22,23,24,26,1
22,23,24,34,1
22,23,26,27,1
22,23,26,34,1
22,23,27,34,1
22,24,26,34,1
22,24,27,34,1
22,26,27,34,1
23,24,26,27,1
23,24,26,34,1
23,24,27,34,1
23,26,27,34,1
5,15,18,19,1
7,29,36,38,1
7,29,33,39,1
7,29,33,38,1
1,12,25,27,1
9,19,29,33,1
9,21,29,33,1
14,19,21,29,1
14,19,21,33,1
19,21,29,33,1
1,12,21,25,1
1,12,21,26,1
1,12,21,27,1
1,12,25,26,1
1,12,26,27,1
7,29,33,36,1
1,21,25,26,1
1,21,25,27,1
1,21,26,27,1
1,25,26,27,1
12,21,25,26,1
12,21,25,27,1
12,21,26,27,1
12,25,26,27,1
21,25,26,27,1
5,15,18,27,1
5,15,19,40,1
9,19,21,29,1
5,15,27,40,1
11,21,26,36,1
12,18,21,36,1
12,18,26,36,1
12,21,26,36,1
18,21,26,36,1
10,12,14,15,1
10,12,14,24,1
10,12,14,40,1
10,12,15,24,1
10,12,15,40,1
10,12,24,40,1
10,14,15,24,1
10,14,15,40,1
10,14,24,40,1
10,15,24,40,1
12,14,15,24,1
12,14,15,40,1
12,14,24,40,1
12,15,24,40,1
14,15,24,40,1
8,11,17,21,1
11,18,21,36,1
11,12,26,36,1
11,12,21,36,1
16,30,34,37,1
5,18,19,27,1
5,18,27,40,1
5,19,27,40,1
15,18,19,27,1
15,18,19,40,1
15,18,27,40,1
15,19,27,40,1
18,19,27,40,1
16,30,34,36,1
16,30,34,42,1
11,12,18,36,1
16,30,36,37,1
16,30,36,42,1
16,30,37,42,1
16,34,36,37,1
16,34,36,42,1
30,34,36,42,1
30,34,37,42,1
30,36,37,42,1
34,36,37,42,1
9,19,21,33,1
9,14,29,33,1
20,24,25,29,1
8,14,24,30,1
7,20,33,42,1
7,20,37,42,1
7,20,39,42,1
7,33,37,39,1
7,33,37,42,1
7,33,39,42,1
7,37,39,42,1
20,33,37,39,1
20,33,37,42,1
20,33,39,42,1
20,37,39,42,1
33,37,39,42,1
5,8,14,24,1
5,8,14,25,1
5,8,14,30,1
5,8,24,25,1
5,8,24,30,1
5,8,25,30,1
5,14,24,25,1
5,14,25,30,1
5,24,25,30,1
7,20,33,39,1
7,20,33,37,1
16,29,37,41,1
25,27,28,29,1
20,24,27,28,1
20,24,27,29,1
20,25,27,28,1
20,25,28,29,1
20,27,28,29,1
24,25,27,28,1
24,25,27,29,1
24,25,28,29,1
24,27,28,29,1
12,13,16,29,1
13,29,37,41,1
12,13,16,37,1
12,13,16,41,1
12,13,29,37,1
12,13,29,41,1
12,13,37,41,1
12,16,29,37,1
12,16,29,41,1
12,29,37,41,1
13,16,29,37,1
8,14,24,25,1
8,14,25,30,1
9,14,21,33,1
8,24,25,30,1
9,14,21,26,1
9,14,21,27,1
9,14,26,27,1
9,21,26,27,1
3,22,28,34,1
3,22,28,35,1
3,22,28,36,1
3,22,34,35,1
3,22,34,36,1
3,22,35,36,1
3,28,34,35,1
3,28,34,36,1
3,28,35,36,1
22,28,34,35,1
22,28,34,36,1
22,28,35,36,1
22,34,35,36,1
28,34,35,36,1
9,14,19,21,1
9,14,19,29,1
9,14,21,29,1
2,21,26,27,1
2,14,26,27,1
2,14,21,27,1
16,29,31,32,1
14,24,25,30,1
16,18,27,29,1
16,18,27,31,1
16,18,27,32,1
16,18,29,31,1
16,18,31,32,1
16,27,29,31,1
16,27,29,32,1
16,27,31,32,1
18,27,29,31,1
2,14,21,26,1
18,27,29,32,1
18,27,31,32,1
18,29,31,32,1
27,29,31,32,1
2,9,14,21,1
2,9,14,27,1
2,9,21,26,1
2,9,21,27,1
2,9,26,27,1
1,28,32,38,1
1,17,28,38,1
2,11,17,28,1
4,16,22,36,1
6,9,16,34,1
6,9,16,41,1
6,9,24,34,1
6,9,24,41,1
6,9,34,41,1
6,16,24,34,1
6,24,34,41,1
9,16,24,34,1
9,16,24,41,1
9,16,34,41,1
9,24,34,41,1
16,24,34,41,1
1,4,16,22,1
1,4,16,23,1
1,4,16,36,1
1,4,22,36,1
1,4,23,36,1
1,16,22,23,1
1,16,22,36,1
1,16,23,36,1
1,22,23,36,1
6,9,16,24,1
8,17,29,31,1
7,17,29,31,1
17,18,29,39,1
3,7,29,39,1
3,17,18,29,1
3,17,18,39,1
3,17,29,39,1
3,18,29,39,1
7,17,18,29,1
7,17,18,39,1
7,17,29,39,1
7,18,29,39,1
3,7,8,17,1
7,8,29,31,1
3,7,8,29,1
3,7,8,31,1
3,7,17,31,1
3,7,29,31,1
3,8,17,29,1
3,8,17,31,1
3,17,29,31,1
7,8,17,29,1
7,8,17,31,1
4,16,22,23,1
4,16,23,36,1
3,7,18,29,1
10,16,19,22,1
22,25,32,34,1
22,25,34,37,1
25,32,34,37,1
8,9,10,11,1
8,9,10,23,1
8,9,10,26,1
8,9,11,23,1
8,9,11,26,1
8,9,23,26,1
8,10,11,23,1
2,6,30,31,1
8,11,23,26,1
9,10,11,23,1
9,10,11,26,1
9,10,23,26,1
9,11,23,26,1
10,11,23,26,1
7,19,22,23,1
7,19,22,39,1
7,19,23,33,1
7,22,23,33,1
12,32,34,37,1
12,25,34,37,1
12,25,32,37,1
16,19,22,25,1
10,16,19,25,1
10,16,19,29,1
10,16,22,25,1
